Editeur,Nationalite,Chambre,Duree,Review_title,Review_score,Commentaire
Sabrina,France,Chambre Double ou Lits Jumeaux Supérieure,7 nuits · juin 2022,"séjour agréable, personnel accueillant et à l’écoute.","7,0","A aimé  · l’hôtel est bien situé, propre et le rapport qualité prix est assuré.
N'a pas aimé  · le petit déjeuner pas de très bonne qualité et le restaurant peu copieux."
Madila,France,Chambre Double ou Lits Jumeaux Supérieure,8 nuits · juin 2022,très bien,"8,0","A aimé  · le lit super grand, le personnel très gentil, très serviable
N'a pas aimé  · pas beaucoup d’isolation, on entendait chaque moindre petit bruit.."
Fatima,France,Chambre Double ou Lits Jumeaux Standard,3 nuits · avril 2022,bon rapport qualité prix et très bien situé,"8,0","A aimé  · l'emplacement, le personnel
N'a pas aimé  · le buffet était parfois pas suffisamment alimenté"
Carla,France,Chambre Double ou Lits Jumeaux Standard,4 nuits · juin 2022,très bon séjour je recommande,"8,0","A aimé  · accueil parfait. personnel à l’écoute. hôtel très bien situé près du centre. grande chambre propre, wifi, Clim bruyante malheureusement. restaurant hôtel bon et pas cher. piscine agréable 
massage au top 
possède une navette de transport 15 euros pour deux prix correct
N'a pas aimé  · clim bruyante, et rue bruyante ( travaux)
petit dej peu diversifié mais bon( jus d’orange frais très bien)"
Nabila,France,Chambre Double ou Lits Jumeaux Supérieure,7 nuits · juin 2022,"très bel hôtel, bon rapport qualité prix","9,0","A aimé  · Réservé pour mes parents, ils étaient comblés.
l’hôtel est moderne , propre et les personnels à l’écoute.
Petit déjeuner copieux, un large choix, il y en a pour tous les goûts.
Merci pour eux!"
Haddad,France,Chambre Double ou Lits Jumeaux Supérieure,10 nuits · juin 2022,"dans l’ensemble très bien ,j’y reviendrais un jour","9,0","A aimé  · le personnel attentif accueillant à l’écoute,toujours présent quand il le faut ,vraiment parfait
N'a pas aimé  · on nous as donné le 1 et jour une chambre non convenable,mais après la réclamation de mon épouse ils nous l’ont changé mais les évacuations des eaux du lavabo et de la douche difficilement"
Tabet,France,Chambre Double ou Lits Jumeaux Standard,1 nuit · juin 2022,Bien,"7,0","A aimé  · L'emplacement
N'a pas aimé  · Il manquait une bouilloir dans la chambre"
Prescilia,France,Chambre Deluxe,7 nuits · juin 2022,Très bien,"8,0","A aimé  · le personnel était très sympathique, à l’écoute, serviable ! rien à dire 
l’emplacement parfait, calme mais à la fois proche des commerces/restaurants
N'a pas aimé  · on aurait aimé avoir plus de choix pour le petit dejeuner"
Rac,France,Chambre Double ou Lits Jumeaux Supérieure,7 nuits · juin 2022,Très bien,"8,0","A aimé  · L'emplacement magique près de tout pas besoin de taxi
N'a pas aimé  · L'excès d'eau de Javel dans la piscine
 De préciser dans l'annonce de l'hôtel qu'il y a tout proche des bars où la musique est très forte le soir"
Kathleen,Belgique,Chambre Double ou Lits Jumeaux Supérieure,10 nuits · juin 2022,Très bien,"8,0","A aimé  · La situation, l’hôtel est vraiment bien placé proche de tout
N'a pas aimé  · Il manque quelques petites choses dans la chambres des crochets pour mettre sécher son gant de toilette, son maillot ou les linges mouillés quand on rentre de la piscine et gros inconvénient pour nous pas de grand mirroir dans la chambre il n’y en a juste un petit dans la salle de bain mais on ne se voit pas très bien 
et aussi ce que je n’ai pas aimé du tout c’est les serviettes de bain à la piscine je pense qu’il faudrait avoir des serviettes autre que blanche pour la piscine"
Vidal,France,Chambre Double ou Lits Jumeaux Standard,4 nuits · juin 2022,Bon rapport qualité prix vu l emplacement top,"7,0","A aimé  · Emplacement 
Literie
Personnel
N'a pas aimé  · Robinet salle de bain a remplacer et evier bouché
Petit dejeuner pas top"
Gwenaelle,France,Chambre Double ou Lits Jumeaux Standard,4 nuits · juin 2022,A ne pas rater,"8,0","A aimé  · Sinon hôtel très bien à tous les niveaux, personnel, accueillant sympathique, chaleureux. Bonne situation.. Pas loin de Gueliz et de la place JAMAA EL FNA..  Sans compter la piscine indispensable avec les grosses chaleurs 🔥
N'a pas aimé  · Petit déjeuner complet mais pas assez varié à mon  goût.  Pas de fromage blanc, de  fruits....."
Pascal,Suisse,Chambre Double ou Lits Jumeaux Standard,18 nuits · juin 2022,Fabuleux,"9,0","A aimé  · Propre
N'a pas aimé  · Trop de bruit, discothèque"
Groupe,France,Chambre Double ou Lits Jumeaux Supérieure,7 nuits · avril 2022,personnel très sympathique. Hotel bien placé.,"8,0","A aimé  · chambre propre
N'a pas aimé  · salle de bain trop petite avec wc.
manque de miroir dans la chambre"
Fatima,France,Chambre Deluxe,1 nuit · juin 2022,Très bien,"8,0","A aimé  · Bon rapport qualité/prix
Personnel accueillant"
Mokhtar,France,Chambre Double ou Lits Jumeaux Standard,2 nuits · juin 2022,Un peu déçu pour l'hôtel que j'appréciais et je recommandais avant.,"7,0","A aimé  · l'emplacement, la sympathie du personnel
N'a pas aimé  · C'est mon 3ème séjour dans cet établissement. Cette fois-ci j'ai pu constater que 
 CERTAINS EQUIPEMENTS SE DEGRADENT ET J'AI L'IMPRESSION QUE L'ON NE FAIT RIEN POUR LES REPARER. Exemple : dans la chambre 310, la douche est touchée par la moisissure un peu partout, la chasse d'eau ne fonctionne pas toujours(je suis intervenu personnellement pour la débloquer) et la climatisation avait du mal à être réglée malgré l'intervention de 3 intervenants dont le technicien. Il faisait pourtant plus que 40 degrés à Marrakech. J'espère que cet établissement ne suit pas la politique de : faire rentrer de l'argent sans jamais investir pour retaper et arranger ce qui se dégrade avec le temps. Ce serait dommage pour ce bel établissement."
Mustapha,Maroc,Chambre Double ou Lits Jumeaux Supérieure,5 nuits · juin 2022,2nd visite de cet hôtel,"7,0","A aimé  · Le personnel d'accueil, le service d'etage du début à la fin, toujours très aimable et à l'écoute, avec le sourire 😃 quoiqu'il arrive, le petit déjeuner qui est bien varié avec tout l'essentiel à disposition....👍👍franchement je vous conseil cet hôtel, pratique par sa position géographique et tout son ensemble vraiment, allez y vous ne le regretterai pas insh'allah....
N'a pas aimé  · Qu'on m'es placé au 6e étages avec un groupe d'alcoolique très bruyant, touristes hollandais qui m on empêcher de dormir pendant 2 nuits, cela m'a vraiment perturbé et déçu 😞...."
Elia,France,Chambre Double ou Lits Jumeaux Standard,5 nuits · juin 2022,Très bien,"8,0","A aimé  · la propreté des chambres et l’emplacement de l’hôtel
N'a pas aimé  · le petit dejeuner ainsi que la terasse de la piscine qui était très sal"
Mirella,France,Chambre Deluxe,9 nuits · juin 2022,Fabuleux,"9,0","A aimé  · Personnels gentil(le),disponible et attentif à nos attentes 😉je reviendrais 👏..RAS tout a proximité 🙂"
Hocine,France,Chambre Double ou Lits Jumeaux Standard,3 nuits · juin 2022,Bien dans l ensemble,"8,0","A aimé  · Le petit déjeuner était excellent pour un 3 étoiles, l accueil parfait, personnels de l accueil, de la sécurité étaient sympathiques 
L emplacement de l hôtel très bien entre gueliz et la place
N'a pas aimé  · Le bruit provenant du bar discothèque qui se trouve en face de notre chambre musique jusqu’à 2 ou 3h du matin 
Notre chambre n était toujours pas faite à 14h30 l avant dernier jour nous avons refusé qu on nous la fasse car nous avons voulu nous reposer 
Femme de ménage antipathique"
Kasmi,Maroc,Chambre Double ou Lits Jumeaux Standard,1 nuit · juin 2022,Belle expérience,"8,0","A aimé  · La proximité, confort, petit déjeuner
N'a pas aimé  · La gestion de l’espace dans la salle de bain"
Fatima,Belgique,Chambre Double ou Lits Jumeaux Standard,1 nuit · juin 2022,Heureusement que nous avons passé qu’une nuit.,"7,0","A aimé  · la proximité des lieux a visiter .
N'a pas aimé  · le personnel beaucoup trop bruyant sans se préoccuper des clients ."
Sadete,France,Chambre Double ou Lits Jumeaux Supérieure,7 nuits · juin 2022,Excellent,"9,0","A aimé  · propreté et gentillesse du personnel
N'a pas aimé  · Travaux incessants juste à côté de l’hôtel"
Gregory,France,Chambre Double ou Lits Jumeaux Supérieure,2 nuits · mai 2022,Très bien,"8,0","A aimé  · Hôtel propre, belle chambre avec un lit kkng size, personnel pro et serviable. Il est bien situé. Pour notre départ à 4h du matin, on nous avait préparé un petit déj complet à emporter et on nous a trouvé un taxi pour nous amener à l'aéroport. Des petits plus qui font la différence.....nous y retournerons sans hésiter.
N'a pas aimé  · Juste petit bémol sur l'une des 2 chambres qu'on a eu qui est située à côté d'un bar de nuit, donc du mal à dormir."
Fred66200,France,Chambre Double ou Lits Jumeaux Standard,3 nuits · juin 2022,Bienvenue à Marrakech,"8,0","A aimé  · La literie,la piscine sur le toit et surtout situation géographique de l'Hotel, proche de la place djema el Fnaa
N'a pas aimé  · La salle d'eau un peu petite"
Abdeslam,France,Chambre Double ou Lits Jumeaux Standard,3 nuits · juin 2022,Très bien,"9,0","A aimé  · Hôtel très bien tenu.
Personnel adorable.
Rapport qualité prix.
Emplacement.
N'a pas aimé  · RAS"
Nordine,France,Chambre Double ou Lits Jumeaux Standard,9 nuits · juin 2022,Très bien,"8,0","A aimé  · Cette hôtel et une famille
N'a pas aimé  · Toujours problème de télé"
Sofia,France,Chambre Double ou Lits Jumeaux Standard,4 nuits · juin 2022,4 days in Marrakech,"8,0","A aimé  · Propre, top emplacement, staff agréable, piscine sur le toit, petit déjeuner jusqu’à 10h"
Fatiha,France,Chambre Double ou Lits Jumeaux Standard,1 nuit · mai 2022,Fabuleux,"9,0","A aimé  · L ambiance
N'a pas aimé  · Je voulais reprendre une nuit impossible"
Laura,France,Chambre Deluxe,7 nuits · mai 2022,Très bon séjour,"8,0","A aimé  · La piscine sur le toit et la disponibilité et la gentillesse du personnel
N'a pas aimé  · Le petit déjeuner"
Amandine,France,Chambre Double ou Lits Jumeaux Supérieure,7 nuits · juin 2022,globalement très bon séjour au vu du prix,"8,0","A aimé  · l’emplacement la propreté, la restauration et la piscine
N'a pas aimé  · personnel de ménage très peu aimable, petit déjeuner pas assez complet (manque fruit, pâtisserie oriental)"
Laila,Maroc,Chambre Double ou Lits Jumeaux Standard,2 nuits · mai 2022,j’y reviendrai,"7,0","A aimé  · la gentillesse du personnel, la propreté
N'a pas aimé  · le petit-déjeuner n’était pas assez varié…"
Valerie,France,Chambre Double ou Lits Jumeaux Standard,5 nuits · juin 2022,Fabuleux,"9,0","A aimé  · Personnel très sympathique et serviable 
Tres bien situé 
Petit déjeuner copieux
N'a pas aimé  · Sanitaire et transats piscine vétustes
Quelques nuisances sonores dues au bar situé en face hôtel"
Ramatoulaye,France,Chambre Double ou Lits Jumeaux Supérieure,2 nuits · juin 2022,parfait!,"9,0","A aimé  · L’emplacement, la propreté, chambre très confortable, l’accueil, le service, le petit déjeuner était très complet, le personnel gentil…Mon mari et moi on a vraiment adoré 😄
N'a pas aimé  · J’ai pas trouvé. Donc c’était parfait pour nous."
Mmarch1331,France,Chambre Double ou Lits Jumeaux Standard,4 nuits · juin 2022,Bien,"7,0","A aimé  · Bon hôtel, bon séjour, litterie propre de qualité, belle piscine sur le toit, petit déjeuner très correct et personnel souriant et disponible.
N'a pas aimé  · Demandez à ne pas avoir une chambre qui donne sur le sport bar, établissement de nuit vraiment très bruya"
Michel,France,Chambre Double ou Lits Jumeaux Supérieure,1 nuit · juin 2022,Bien,"7,0","A aimé  · La chambre
N'a pas aimé  · La vue inexistante"
Isabelle,France,Chambre Double ou Lits Jumeaux Standard,1 nuit · juin 2022,Très bien,"8,0","A aimé  · Piscine
Quartier vivant sans l'affluence de la medina"
Marine,France,Chambre Double ou Lits Jumeaux Standard,4 nuits · juin 2022,5 jours à Marrakesh en couple,"8,0","A aimé  · La piscine sur le toit terrasse
- La literie
- Le minibar dans la chambre
- L'emplacement
- Le petit déjeuner à emporter que le personnel nous a préparé pour notre départ matinal"
Imad,Maroc,Chambre Double ou Lits Jumeaux Standard,2 nuits · mai 2022,Fabuleux,"9,0","A aimé  · La chambre, le personnel, le petit déjeuner
N'a pas aimé  · La musique de la discothèque en face"
Ayoub,France,Chambre Double ou Lits Jumeaux Standard,4 nuits · mai 2022,très bien !,"7,0","A aimé  · la chambre est agréable et le petit déjeuner très complet.
N'a pas aimé  · la « taxe qui n’était pas prévu à notre arrivée » d’à peu près 88 dh soit 8 euros."
Sylvie,France,Chambre Double ou Lits Jumeaux Standard,3 nuits · mai 2022,Parfait,"9,0","A aimé  · L accueil et l hotel étaient tres bien, nous conseillerons et reviendrons 
Le personnel est disponible, accueillant et souriant !
N'a pas aimé  · RAS
Le bruit de la boîte de nuit en face mais rien au niveau de l hôtel lui même"
Laurent,France,Chambre Double ou Lits Jumeaux Supérieure,1 nuit · mai 2022,a notre arrivée nous avons été surclassé avec une chambre supplémentaire sans frais,"8,0",A aimé  · la piscine les chambres spacieuses et confortables le calme
Jean-marie,France,Chambre Double ou Lits Jumeaux Standard,1 nuit · mai 2022,Fabuleux,"9,0","A aimé  · Très bon hôtel dans un beau quartier avec beaucoup d animations
N'a pas aimé  · Salle du petit-déjeuner"
Drlphine,France,Chambre Deluxe,4 nuits · mai 2022,Fabuleux,"9,0","A aimé  · L'établissement est à votre total écoute essaie de répondre au maximum avec une rapidité sur toutes les demandes que le client peut faire
N'a pas aimé  · Les chaînes de télévision se coupent en mode crypté pour un oui ou non. Le nettoyage de la piscine à 7h du matin surtout quand votre chambre est juste en dessous"
Joelle,France,Chambre Double ou Lits Jumeaux Supérieure,2 nuits · mai 2022,Très bien,"8,0","A aimé  · Emplacement idéal pour le Jardin Majorelle.
Literie exceptionnelle.
Très grand choix pour le petit-déjeuner.
N'a pas aimé  · La chambre donnait côté rue et du coup beaucoup de bruit."
